,lower,upper,pred,obs,type,variable
3032,0.39860952,1.5024581,0.9505338,0.81, Calibration,carbon
3033,2.1394463,4.606494,3.37297,2.8, Calibration,carbon
3034,4.038103,8.75618,6.3971415,8.3, Calibration,carbon
3035,1.3537974,3.0358887,2.194843,2.492, Calibration,carbon
3036,0.5792274,1.7456994,1.1624634,1.5, Calibration,carbon
3037,4.369838,9.496151,6.9329944,6.3, Calibration,carbon
3038,0.31152028,1.3952324,0.8533763,0.72, Calibration,carbon
3039,2.6326396,5.657877,4.1452584,2.4927924, Calibration,carbon
3040,3.9263208,8.505524,6.2159224,6.4446135, Calibration,carbon
3041,2.1919389,4.718509,3.455224,3.9, Calibration,carbon
3042,0.11562279,0.9362347,0.41030595,0.7, Calibration,carbon
3043,0.069502294,1.1210334,0.59526783,0.67, Calibration,carbon
3044,2.7904146,6.000557,4.395486,4.5, Calibration,carbon
3045,0.046577364,1.0014111,0.47741684,0.4, Calibration,carbon
3046,0.22621983,1.2953191,0.7607695,0.81855106, Calibration,carbon
3047,4.2846055,9.303848,6.794227,7.52718, Calibration,carbon
3048,1.5198951,3.352388,2.4361415,2.4, Calibration,carbon
3049,1.3623708,3.0515375,2.2069542,2.324, Calibration,carbon
3050,0.9112749,2.2522984,1.5817866,1.5139391, Calibration,carbon
3051,0.30001628,0.7716433,0.23581351,0.3, Calibration,carbon
3052,19.26466,43.44236,31.35351,39.8, Calibration,carbon
3053,3.7153072,8.040321,5.8778143,7.0, Calibration,carbon
3054,1.3158753,2.963796,2.1398356,2.51, Calibration,carbon
3055,1.296855,2.928494,2.1126745,2.363, Calibration,carbon
3056,1.7540945,3.816059,2.7850769,2.99, Calibration,carbon
3057,0.7221373,1.9532509,1.337694,1.33, Calibration,carbon
3058,0.20678815,0.85114896,0.32218042,0.2, Calibration,carbon
3059,0.04475534,1.0083534,0.481799,0.9, Calibration,carbon
3060,0.14669421,0.90601254,0.37965915,0.3, Calibration,carbon
3061,0.11481261,0.9354775,0.41033244,0.3, Calibration,carbon
3062,0.37676412,1.4746587,0.92571145,0.6, Calibration,carbon
3063,0.97764045,2.3629646,1.6703025,1.8, Calibration,carbon
3064,4.331874,9.413784,6.872829,8.11, Calibration,carbon
3065,3.0815582,6.6337624,4.8576603,5.205258, Calibration,carbon
3066,1.5930244,3.4957218,2.544373,2.9, Calibration,carbon
3067,0.7212392,1.9517568,1.336498,1.234, Calibration,carbon
3068,0.31109464,1.3938829,0.85248876,0.8563249, Calibration,carbon
3069,1.7506671,3.8099422,2.7803047,3.1282568, Calibration,carbon
3070,0.874305,2.1910675,1.5326862,1.544, Calibration,carbon
3071,1.530035,3.372202,2.4511185,2.5, Calibration,carbon
3072,1.654714,3.6170578,2.635886,2.8, Calibration,carbon
3073,0.9221156,2.2697453,1.5959305,2.1, Calibration,carbon
3074,0.8341348,2.1271744,1.4806546,1.5, Calibration,carbon
3075,0.22681373,1.294523,0.76066834,0.59936726, Calibration,carbon
3076,3.7371516,8.084339,5.9107456,6.6, Calibration,carbon
3077,1.0070686,2.4123468,1.7097077,1.2, Calibration,carbon
3078,0.20872054,0.84959257,0.32043603,0.2, Calibration,carbon
3079,0.055462807,0.9929397,0.46873847,0.69, Calibration,carbon
3080,1.2982018,2.9314845,2.1148431,1.8, Calibration,carbon
3081,0.21927768,1.2867088,0.7529933,0.66, Calibration,carbon
3082,0.10441053,0.94629455,0.420942,0.2, Calibration,carbon
3083,1.4782267,3.2721062,2.3751664,2.27, Calibration,carbon
3084,0.8037214,2.0795636,1.4416425,1.4, Calibration,carbon
3085,0.16321975,0.89139944,0.36408985,0.54, Calibration,carbon
3086,0.38700414,1.487416,0.9372101,0.6, Calibration,carbon
3087,1.3421633,3.0133617,2.1777625,2.1, Calibration,carbon
3088,0.2875747,1.3654673,0.826521,0.9, Calibration,carbon
3089,0.14292035,0.90962255,0.38335112,0.56, Calibration,carbon
3090,0.93125427,2.2848654,1.6080599,1.4, Calibration,carbon
3091,0.5120927,1.6528782,1.0824854,0.9, Calibration,carbon
3092,0.81121963,2.0911114,1.4511656,1.2, Calibration,carbon
3093,1.4717004,3.2594478,2.3655741,2.44, Calibration,carbon
3094,4.1199684,8.934278,6.527123,7.0, Calibration,carbon
3095,0.1406573,0.91150546,0.38542408,0.2, Calibration,carbon
3096,1.530565,3.3733861,2.4519756,2.5, Calibration,carbon
3097,1.7752221,3.8592699,2.817246,3.328, Calibration,carbon
