,lower,upper,pred,obs,type,variable
1282,21.280285,51.441074,36.36068,37.14, Calibration,clay
1283,6.8811626,24.324018,15.602591,16.0, Calibration,clay
1284,10.101088,31.238321,20.669704,19.0, Calibration,clay
1285,18.863129,46.225174,32.54415,24.0, Calibration,clay
1286,5.456493,20.528877,12.992685,13.38, Calibration,clay
1287,2.8247805,13.192302,8.008541,4.73, Calibration,clay
1288,8.544981,27.850328,18.197655,20.35, Calibration,clay
1289,57.071877,87.73058,72.40123,83.0, Calibration,clay
1290,2.72474,14.474263,8.599502,11.0, Calibration,clay
1291,26.48756,57.11729,41.802425,47.0, Calibration,clay
1292,3.1649137,14.248547,8.70673,6.05, Calibration,clay
1293,34.024002,66.8036,50.4138,48.0, Calibration,clay
1294,25.07454,54.890938,39.98274,28.9, Calibration,clay
1295,7.868292,25.970186,16.919239,19.19, Calibration,clay
1296,6.3573456,22.867933,14.612639,13.7, Calibration,clay
1297,19.315918,47.063553,33.189735,35.7, Calibration,clay
1298,13.616957,38.194458,25.905706,30.0, Calibration,clay
1299,4.5827723,18.279938,11.4313545,14.15, Calibration,clay
1300,56.144943,84.4328,70.28887,70.0, Calibration,clay
1301,37.012306,68.16336,52.587833,50.69, Calibration,clay
1302,3.1830034,14.16849,8.675747,13.0, Calibration,clay
1303,6.730736,24.76033,15.745533,24.78, Calibration,clay
1304,12.420115,35.69148,24.055798,25.0, Calibration,clay
1305,24.250393,56.014698,40.132545,46.98, Calibration,clay
1306,13.194036,36.705822,24.949928,23.0, Calibration,clay
1307,10.712278,31.226072,20.969175,24.0, Calibration,clay
1308,27.304409,58.76324,43.033825,50.0, Calibration,clay
1309,2.2713642,12.795617,7.5334907,4.0, Calibration,clay
1310,9.445041,29.489338,19.46719,19.36, Calibration,clay
1311,8.228537,27.864,18.046268,23.0, Calibration,clay
1312,19.78143,48.492702,34.137066,13.0, Calibration,clay
1313,13.674431,38.30492,25.989676,16.0, Calibration,clay
1314,19.207111,47.36912,33.288116,32.97, Calibration,clay
1315,20.115631,48.432373,34.274002,32.23, Calibration,clay
1316,16.902805,44.136974,30.51989,32.18, Calibration,clay
1317,15.286385,41.944202,28.615294,28.0, Calibration,clay
1318,24.63873,54.891575,39.765152,44.0, Calibration,clay
1319,25.496965,55.030037,40.2635,39.26, Calibration,clay
1320,11.56214,36.909924,24.236032,37.46, Calibration,clay
1321,55.898087,84.19566,70.046875,73.0, Calibration,clay
1322,23.185863,53.975307,38.580585,30.93, Calibration,clay
1323,20.72091,49.425438,35.073174,45.0, Calibration,clay
1324,15.19882,40.733932,27.966375,24.0, Calibration,clay
1325,1.6206203,10.353071,5.9868455,14.09, Calibration,clay
1326,24.815733,55.6239,40.21982,67.54, Calibration,clay
1327,14.106177,38.562946,26.334562,23.0, Calibration,clay
1328,11.159581,32.80417,21.981874,19.0, Calibration,clay
1329,12.170481,35.425285,23.797884,28.0, Calibration,clay
1330,20.677525,49.374516,35.02602,37.26, Calibration,clay
1331,15.633101,42.22027,28.926685,30.0, Calibration,clay
1332,9.138289,28.76538,18.951836,19.0, Calibration,clay
1333,12.265999,35.660954,23.963476,23.0, Calibration,clay
1334,17.851353,45.0376,31.444477,30.0, Calibration,clay
1335,5.0973206,19.396034,12.246677,6.0, Calibration,clay
1336,16.92899,42.43806,29.683525,30.64, Calibration,clay
1337,18.753567,45.641376,32.19747,34.0, Calibration,clay
1338,12.965022,35.665768,24.315395,20.0, Calibration,clay
1339,2.0794477,12.874062,7.4767547,13.0, Calibration,clay
1340,14.068456,38.601192,26.334824,23.0, Calibration,clay
1341,17.855934,44.94173,31.398832,38.0, Calibration,clay
1342,47.963776,80.355316,64.159546,71.29, Calibration,clay
1343,10.895693,32.57026,21.732977,22.0, Calibration,clay
1344,10.763427,32.680904,21.722166,29.0, Calibration,clay
1345,2.0273771,10.779491,6.4034343,2.07, Calibration,clay
1346,3.1876845,14.390585,8.789135,9.0, Calibration,clay
1347,26.809853,57.67926,42.244556,44.97, Calibration,clay
1348,0.80124855,8.033435,4.4173417,6.0, Calibration,clay
1349,13.95425,41.428085,27.691168,22.69, Calibration,clay
1350,30.77314,62.45118,46.61216,40.0, Calibration,clay
1351,6.5635633,23.180096,14.87183,15.0, Calibration,clay
1352,6.438858,22.471165,14.455011,17.0, Calibration,clay
1353,0.036949992,3.4259348,1.6944925,0.01, Calibration,clay
1354,5.645365,21.63469,13.640027,16.0, Calibration,clay
1355,18.506912,45.86046,32.183685,31.0, Calibration,clay
1356,8.84015,28.767868,18.804008,21.0, Calibration,clay
1357,6.2694864,22.299995,14.284741,11.0, Calibration,clay
1358,29.594818,60.11151,44.853165,37.25, Calibration,clay
1359,10.06611,31.403389,20.734749,25.0, Calibration,clay
1360,21.507946,51.019756,36.26385,39.0, Calibration,clay
1361,14.037779,38.18795,26.112865,25.0, Calibration,clay
1362,17.692583,43.487885,30.590233,36.87, Calibration,clay
1363,14.956816,41.035667,27.99624,28.0, Calibration,clay
1364,54.39229,83.02901,68.71065,69.42, Calibration,clay
1365,0.69286084,6.443638,3.5682492,2.24, Calibration,clay
1366,7.31557,25.424622,16.370096,21.55, Calibration,clay
1367,10.422725,32.594994,21.50886,14.0, Calibration,clay
1368,0.042461514,3.0516176,1.504578,0.01, Calibration,clay
1369,5.9817333,29.252775,17.617254,21.24, Calibration,clay
1370,15.487432,41.929317,28.708374,36.18, Calibration,clay
