"","type","variable","obs","pred","lower","upper"
"17840","validation","P retention",19,15.7605804986994,14.020625017222,17.1112805545733
"17841","validation","P retention",20,21.8687493438643,21.5287590797175,22.5854173589721
"17842","validation","P retention",4,9.85091079020659,8.76784074968313,12.7944090400843
"17843","validation","P retention",24,24.6312221387528,23.5541604850317,25.8055309472281
"17844","validation","P retention",2,1.84534290286732,0.39041001829789,3.2164575518633
"17845","validation","P retention",34,32.4720305269036,29.6994723276679,34.3180443740792
"17846","validation","P retention",100,99.8532387652997,97.4257192849632,105.293627171332
"17847","validation","P retention",72,71.7922750248939,70.432076998636,73.2449798553255
"17848","validation","P retention",39,35.4521378827722,33.4171855041546,36.7918555725295
"17849","validation","P retention",21,26.4223511339916,24.6971427663034,27.8311520557711
"17850","validation","P retention",9,11.867839497919,8.18509376555096,15.9046414900459
"17851","validation","P retention",14,12.7808166520996,11.8984255811577,13.6883673182149
"17852","validation","P retention",8,5.42038696555486,4.40722269686817,7.00527416409333
"17853","validation","P retention",98,102.130495054796,100.22945016067,103.907864572807
"17854","validation","P retention",37,42.1658332484245,41.4429232696549,44.2486575248464
"17855","validation","P retention",38,47.5235009396239,46.582152825723,48.9527233507941
"17856","validation","P retention",31,44.0039294209199,42.556772988615,46.7941316073109
"17857","validation","P retention",99,99.6616133183111,97.6820130075489,102.088797137595
"17858","validation","P retention",7,10.8713629048728,9.02839937476952,11.7478099275112
